Time,Signal
0.0,0.0
0.0025,0.46969781705136754
0.005,-0.7776062352968193
0.0075,1.0347947913047806
0.01,-0.8882659967658401
0.0125,0.7855658769143927
0.015,-0.2149086810564308
0.0175,-0.04670015394918367
0.02,0.7131184858567781
0.0225,-0.7501052922507853
0.025,1.156434465040231
0.0275,-0.7190774239089573
0.03,0.7751665668781939
0.0325,0.04635283031627857
0.035,-0.09087375297840117
0.0375,0.9405521450424547
0.04,-0.7023666291302992
0.0425,1.2515613905605105
0.045,-0.5300258883357181
0.0475,0.7480308249718514
0.05,0.30901699437494595
0.0525,-0.1300730815414018
0.055,1.1477549146202413
0.0575,-0.6342134968158799
0.06,1.3191810689798285
0.0625,-0.32442334882145657
0.065,0.706164885009734
0.0675,0.5679488236453398
0.07,-0.1620059607273942
0.0725,1.3309456940442888
0.075,-0.5460095002604533
0.0775,1.3589363384489426
0.08,-0.10603157819075515
0.0825,0.651893133472643
0.085,0.8180584101253204
0.08750000000000001,-0.18460821647059444
0.09,1.4868833112741502
0.0925,-0.43866552259700486
0.095,1.3711003722270787
0.0975,0.1210147523037362
0.1,0.587785252292476
0.10250000000000001,1.054410725065421
0.105,-0.19610994072197674
0.1075,1.6129309969308432
0.11,-0.31363252654646145
0.1125,1.356554829516731
0.115,0.35229487094869716
0.11750000000000001,0.5165780484695437
0.12,1.2723323582211772
0.1225,-0.1950937275960587
0.125,1.7071067811865475
0.1275,-0.17288022642518108
0.13,1.3167538797138947
0.1325,0.5831966299383868
0.135,0.44109407525551186
0.1375,1.4675127467865732
0.14,-0.1805432735193595
0.14250000000000002,1.768118747933471
0.145,-0.01886198199924205
0.1475,1.2536751582266215
0.15,0.8090169943749572
0.1525,0.36415921768547493
0.155,1.6360975686495056
0.1575,-0.15188097922686983
0.16,1.7953844417971667
0.1625,0.14553338316754383
0.165,1.1697590213788998
0.1675,1.0250659794784054
0.17,0.28852142775138767
0.17250000000000001,1.7747721542770594
0.17500000000000002,-0.10899347581163221
0.1775,1.7890340999489798
0.18,0.3170418001735468
0.1825,1.0678377416756555
0.185,1.226771620058941
0.1875,0.2167727513247356
0.19,1.880833002183404
0.1925,-0.05224430976527217
0.195,1.749897763329167
0.1975,0.49209485908800027
0.2,0.9510565162951594
0.2025,1.4097835145378648
0.20500000000000002,0.15127669130200838
0.20750000000000002,1.9522457590529356
0.21,0.01752664483348354
0.2125,1.6794767015842158
0.215,0.6668997675638033
0.2175,0.8227883455815391
0.22,1.5700725030211748
0.2225,0.0941028019664023
0.225,1.9876883405951378
0.2275,0.09901713352818631
0.23,1.5798999536069633
0.2325,0.837526490414954
0.23500000000000001,0.6865449702281351
0.23750000000000002,1.704024114919668
0.24,0.04697021213310615
0.2425,1.986578215557103
0.245,0.19048956599079747
0.2475,1.4538671322211942
0.25,1.0000000000000069
0.2525,0.5458861327421147
0.255,1.808523554740674
0.2575,0.011201534366834909
0.26,1.9490832447234328
0.2625,0.2898105525465574
0.265,1.304578958978012
0.2675,1.150395420495419
0.27,0.4043294490220042
0.2725,1.8810301819049222
0.275,-0.01231165940486234
0.2775,1.8761158503431523
0.28,0.3945019984361904
0.28250000000000003,1.1356572756620351
0.28500000000000003,1.2849337563136505
0.28750000000000003,0.2652631392111676
0.29,1.9196396774238007
0.2925,-0.02313092213733281
0.295,1.7693106800518696
0.2975,0.5018025150588079
0.3,0.951056516295134
0.3025,1.4000758585671027
0.305,0.13186377457927578
0.3075,1.9231323714250044
0.31,-0.021280030406905848
0.3125,1.6309863136978082
0.315,0.6087376313090616
0.3175,0.7549688115951935
0.32,1.4926123047585034
0.3225,0.007021051572245307
0.325,1.8910065241883678
0.3275,-0.007240894099679096
0.33,1.4640919323363515
0.3325,0.7121970493979345
0.335,0.5517250326290286
0.3375,1.5597469455406103
0.34,-0.10672859079314079
0.3425,1.8234957019634082
0.34500000000000003,0.01806357989960916
0.34750000000000003,1.272140217164585
0.35000000000000003,0.8090169943749229
0.3525,0.345694158747522
0.355,1.5991720067506476
0.3575,-0.2072579332568092
0.36,1.7215697590709427
0.3625,0.05329918441351855
0.365,1.0591280640053673
0.3675,0.8960655600188743
0.37,0.1411833751289172
0.3725,1.6091328219515648
0.375,-0.2928932188134524
0.3775,1.586919320780681
0.38,0.09676185363621126
0.3825,0.8294469785500174
0.385,0.9703288596985791
0.3875,-0.05765873285634315
0.39,1.5884805060438496
0.3925,-0.3624456842594308
0.395,1.4219240480279214
0.3975,0.14642972558633377
0.4,0.587785252292485
0.4025,1.0289957517828077
0.405,-0.24693361652280077
0.40750000000000003,1.5367111585932638
0.41000000000000003,-0.4152297213161703
0.41250000000000003,1.2296053459025327
0.41500000000000004,0.20002442137542153
0.4175,0.3390242033921308
0.42,1.06953892639422
0.4225,-0.4230767099278085
0.425,1.4539904997395467
0.4275,-0.4510673543324457
0.43,1.01356454385754
0.4325,0.2550798935648772
0.435,0.08813089625984133
0.4375,1.0897902135516258
0.44,-0.5829319636104855
0.4425,1.3411631843743912
0.445,-0.47027907412964626
0.4475,0.7779079179376883
0.45,0.3090169943749485
0.4525,-0.15995017450723648
0.455,1.0880081004141677
0.4575,-0.7238152906297615
0.46,1.1997464034600178
0.4625,-0.47366141733066924
0.465,0.5271602357714797
0.4675,0.35922176039674575
0.47000000000000003,-0.4004039377067442
0.47250000000000003,1.0629356244677715
0.47500000000000003,-0.843565534959769
0.47750000000000004,1.0319077561259635
0.48,-0.46245201872810643
0.4825,0.26616877613120843
0.485,0.40312530769351984
0.4875,-0.6286476854587401
0.49,1.013847035824481
0.4925,-0.940581889885489
0.495,0.8404277534530584
0.4975,-0.4382831824277068
0.5,-1.3591103547989267e-14
0.5025000000000001,0.43828318242773107
0.505,-0.8404277534530742
0.5075000000000001,0.9405818898854935
0.51,-1.0138470358244724
0.5125,0.6286476854586409
0.515,-0.40312530769349353
0.5175,-0.2661687761313471
0.52,0.4624520187281289
0.5225,-1.0319077561259755
0.525,0.8435655349597693
0.5275,-1.0629356244677588
0.53,0.40040393770672184
0.5325,-0.35922176039671844
0.535,-0.5271602357715061
0.5375,0.4736614173306486
0.54,-1.199746403460009
0.5425,0.7238152906297661
0.545,-1.0880081004141853
0.5475,0.15995017450726295
0.55,-0.3090169943749781
0.5525,-0.7779079179377631
0.555,0.47027907412962877
0.5575,-1.3411631843744043
0.56,0.5829319636104944
0.5625,-1.0897902135516062
0.5650000000000001,-0.08813089625975945
0.5675,-0.2550798935648499
0.5700000000000001,-1.0135645438574703
0.5725,0.45106735433245837
0.5750000000000001,-1.4539904997395472
0.5775,0.4230767099277963
0.58,-1.0695389263941053
0.5825,-0.33902420339215766
0.585,-0.20002442137534115
0.5875,-1.2296053459024714
0.59,0.41522972131617897
0.5925,-1.5367111585932776
0.595,0.2469336165227849
0.5975,-1.0289957517828845
0.6,-0.5877852522925122
0.6025,-0.14642972558630957
0.605,-1.4219240480279374
0.6075,0.3624456842594349
0.61,-1.5884805060438407
0.6125,0.057658732856363804
0.615,-0.9703288596986068
0.6175,-0.8294469785499885
0.62,-0.0967618536362349
0.6225,-1.586919320780668
0.625,0.29289321881345254
0.6275000000000001,-1.6091328219515784
0.63,-0.14118337512898527
0.6325000000000001,-0.8960655600189031
0.635,-1.0591280640054472
0.6375000000000001,-0.053299184413539646
0.64,-1.7215697590709511
0.6425,0.20725793325680553
0.645,-1.5991720067506314
0.6475,-0.34569415874754633
0.65,-0.8090169943749522
0.6525,-1.2721402171646599
0.655,-0.01806357989962637
0.6575,-1.823495701963421
0.66,0.10672859079314956
0.6625,-1.5597469455405903
0.665,-0.5517250326289467
0.6675,-0.7121970493979075
0.67,-1.4640919323362818
0.6725,0.0072408940996916416
0.675,-1.8910065241883678
0.6775,-0.0070210515722576305
0.68,-1.4926123047584814
0.6825,-0.7549688115952203
0.685,-0.6087376313090354
0.6875,-1.6309863136978273
0.6900000000000001,0.021280030406896744
0.6925,-1.923132371425009
0.6950000000000001,-0.13186377457925846
0.6975,-1.4000758585671287
0.7000000000000001,-0.9510565162951046
0.7025,-0.5018025150587326
0.705,-1.7693106800519192
0.7075,0.023130922137346133
0.71,-1.9196396774237743
0.7125,-0.26526313921114697
0.715,-1.284933756313678
0.7175,-1.135657275662006
0.72,-0.39450199843621436
0.7225,-1.876115850343139
0.725,0.01231165940486234
0.7275,-1.8810301819049355
0.73,-0.40432944902207235
0.7325,-1.150395420495448
0.735,-1.304578958978092
0.7375,-0.28981055254661836
0.74,-1.9490832447234412
0.7425,-0.011201534366821475
0.745,-1.8085235547406575
0.7475,-0.5458861327420379
0.75,-0.9999999999999795
0.7525000000000001,-1.4538671322212187
0.755,-0.19048956599078137
0.7575000000000001,-1.986578215557107
0.76,-0.046970212133114586
0.7625000000000001,-1.7040241149196889
0.765,-0.6865449702281071
0.7675000000000001,-0.8375264904149831
0.77,-1.5798999536069167
0.7725,-0.099017133528161
0.775,-1.9876883405951378
0.7775,-0.09410280196642762
0.78,-1.5700725030211298
0.7825,-0.8227883455815663
0.785,-0.6668997675637773
0.7875,-1.6794767015842356
0.79,-0.01752664483347499
0.7925,-1.9522457590529356
0.795,-0.15127669130199106
0.7975,-1.409783514537891
0.8,-0.9510565162951301
0.8025,-0.49209485908792533
0.805,-1.7498977633291497
0.8075,0.052244309765280605
0.81,-1.8808330021834219
0.8125,-0.21677275132477503
0.8150000000000001,-1.226771620058996
0.8175,-1.0678377416757106
0.8200000000000001,-0.3170418001736166
0.8225,-1.7890340999489922
0.8250000000000001,0.10899347581163199
0.8275,-1.77477215427706
0.8300000000000001,-0.28852142775138656
0.8325,-1.0250659794784347
0.835,-1.1697590213789801
0.8375,-0.14553338316756448
0.84,-1.795384441797193
0.8425,0.1518809792268745
0.845,-1.6360975686494728
0.8475,-0.3641592176854235
0.85,-0.8090169943749015
0.8525,-1.2536751582266714
0.855,0.01886198199927458
0.8575,-1.7681187479334706
0.86,0.1805432735193595
0.8625,-1.4675127467865736
0.865,-0.4410940752555108
0.8675,-0.583196629938388
0.87,-1.316753879713871
0.8725,0.17288022642516765
0.875,-1.7071067811865477
0.8775000000000001,0.19509372759607246
0.88,-1.2723323582211095
0.8825000000000001,-0.5165780484694863
0.885,-0.35229487094865797
0.8875000000000001,-1.3565548295166798
0.89,0.31363252654647433
0.8925000000000001,-1.6129309969308567
0.895,0.19610994072196053
0.8975,-1.0544107250654222
0.9,-0.5877852522924754
0.9025,-0.12101475230363601
0.905,-1.3711003722270703
0.9075,0.43866552259701996
0.91,-1.486883311274159
0.9125,0.18460821647054415
0.915,-0.8180584101253618
0.9175,-0.6518931334726981
0.92,0.1060315781907083
0.9225,-1.3589363384489617
0.925,0.546009500260453
0.9275,-1.3309456940442703
0.93,0.16200596072738394
0.9325,-0.5679488236453272
0.935,-0.7061648850097326
0.9375,0.3244233488214552
0.9400000000000001,-1.3191810689798282
0.9425,0.6342134968158836
0.9450000000000001,-1.1477549146202544
0.9475,0.13007308154142777
0.9500000000000001,-0.3090169943749898
0.9525,-0.7480308249719078
0.9550000000000001,0.5300258883356845
0.9575,-1.2515613905605185
0.96,0.7023666291302508
0.9625,-0.9405521450425104
0.965,0.09087375297827296
0.9675,-0.04635283031637777
0.97,-0.7751665668782967
0.9725,0.7190774239089068
0.975,-1.1564344650402312
0.9775,0.7501052922507402
0.98,-0.7131184858567046
0.9825,0.046700153949104345
0.985,0.2149086810565036
0.9875,-0.7855658769144396
0.99,0.8882659967658586
0.9925,-1.0347947913047724
0.995,0.7776062352967936
0.9975,-0.4696978170513362
1.0,-2.7672065815637474e-14
1.0025,0.4696978170513845
1.0050000000000001,-0.7776062352968256
1.0075,1.0347947913047815
1.01,-0.8882659967658421
1.0125,0.7855658769144003
1.0150000000000001,-0.21490868105645194
1.0175,-0.046700153949158135
1.02,0.7131184858567484
1.0225,-0.7501052922507655
1.025,1.1564344650402298
1.0275,-0.7190774239089847
1.03,0.7751665668782517
1.0325,0.04635283031643145
1.035,-0.09087375297854278
1.0375,0.9405521450423888
1.04,-0.7023666291302681
1.0425,1.2515613905604919
1.045,-0.5300258883356528
1.0475,0.7480308249719606
1.05,0.30901699437481683
1.0525,-0.13007308154147712
1.055,1.1477549146202861
1.0575,-0.6342134968158561
1.06,1.3191810689798116
1.0625,-0.3244233488214169
1.065,0.70616488500968
1.0675000000000001,0.5679488236451572
1.07,-0.162005960727428
1.0725,1.3309456940442947
1.075,-0.5460095002604535
1.0775000000000001,1.358936338448937
1.08,-0.1060315781907556
1.0825,0.6518931334726434
1.085,0.8180584101253054
1.0875000000000001,-0.18460821647058345
1.09,1.4868833112741413
1.0925,-0.43866552259701175
1.095,1.3711003722271045
1.0975,0.12101475230388636
1.1,0.5877852522925343
1.1025,1.0544107250653694
1.105,-0.1961099407220599
1.1075,1.612930996930865
1.11,-0.3136325265464921
1.1125,1.3565548295168022
1.115,0.35229487094881795
1.1175,0.5165780484694318
1.12,1.2723323582210622
1.1225,-0.19509372759599386
1.125,1.7071067811865475
1.1275,-0.172880226425143
1.1300000000000001,1.3167538797140108
1.1325,0.5831966299384423
1.135,0.44109407525545835
1.1375,1.4675127467866123
1.1400000000000001,-0.18054327351930655
1.1425,1.7681187479334624
1.145,-0.018861981999242716
1.1475,1.2536751582266223
1.1500000000000001,0.8090169943747292
1.1525,0.36415921768547616
1.155,1.636097568649505
1.1575,-0.1518809792268655
1.16,1.795384441797105
1.1625,0.14553338316752307
1.165,1.1697590213789277
1.1675,1.0250659794783763
1.17,0.28852142775125
1.1725,1.7747721542770334
1.175,-0.10899347581163221
1.1775,1.7890340999489154
1.18,0.3170418001736607
1.1825,1.067837741675769
1.185,1.2267716200588321
1.1875,0.21677275132465568
1.19,1.8808330021834387
1.1925000000000001,-0.05224430976528971
1.195,1.7498977633292512
1.1975,0.4920948590880754
1.2,0.9510565162950751
1.2025000000000001,1.4097835145377373
1.205,0.15127669130195898
1.2075,1.9522457590529443
1.21,0.017526644833491867
1.2125000000000001,1.6794767015843575
1.215,0.6668997675638295
1.2175,0.822788345581512
1.22,1.5700725030211742
1.2225,0.09410280196640253
1.225,1.9876883405951378
1.2275,0.09901713352818586
1.23,1.5798999536069642
1.2325,0.8375264904151494
1.235,0.6865449702281631
1.2375,1.7040241149196471
1.24,0.046970212133132794
1.2425,1.9865782155570808
1.245,0.19048956599074673
1.2475,1.453867132221271
1.25,1.0000000000001479
1.2525,0.545886132741989
1.2550000000000001,1.8085235547406229
1.2575,0.011201534366848342
1.26,1.949083244723389
1.2625,0.28981055254665733
1.2650000000000001,1.304578958978148
1.2675,1.1503954204952775
1.27,0.4043294490219361
1.2725,1.8810301819049604
1.2750000000000001,-0.01231165940486234
1.2775,1.8761158503431141
1.28,0.39450199843625855
1.2825,1.1356572756619518
1.285,1.2849337563137309
1.2875,0.2652631392111079
1.29,1.9196396774237914
1.2925,-0.02313092213733725
1.295,1.769310680051887
1.2975,0.5018025150587814
1.3,0.9510565162951634
1.3025,1.4000758585670763
1.305,0.13186377457915965
1.3075,1.9231323714249997
1.31,-0.02128003040691473
1.3125,1.630986313697869
1.315,0.6087376313091959
1.3175000000000001,0.7549688115952786
1.32,1.4926123047584334
1.3225,0.007021051572284609
1.325,1.8910065241883685
1.3275000000000001,-0.007240894099718176
1.33,1.464091932336421
1.3325,0.7121970493980743
1.335,0.5517250326288943
1.3375000000000001,1.5597469455405486
1.34,-0.10672859079309649
1.3425,1.8234957019633955
1.345,0.0180635798996589
1.3475,1.2721402171645106
1.35,0.8090169943747799
1.3525,0.34569415874749726
1.355,1.5991720067506638
1.3575,-0.20725793325681263
1.36,1.7215697590709333
1.3625,0.05329918441349768
1.365,1.0591280640053957
1.3675,0.896065560018845
1.37,0.14118337512894052
1.3725,1.609132821951552
1.375,-0.29289321881345165
1.3775,1.5869193207805914
1.3800000000000001,0.09676185363618706
1.3825,0.8294469785500469
1.385,0.9703288596985509
1.3875,-0.05765873285648271
1.3900000000000001,1.5884805060438227
1.3925,-0.3624456842594448
1.395,1.4219240480279725
1.3975,0.1464297255864605
1.4000000000000001,0.5877852522925714
1.4025,1.0289957517827306
1.405,-0.24693361652288315
1.4075,1.5367111585932858
1.41,-0.4152297213161261
